case_id,domain,fault_family,fault_subtype,evaluation_role,detected,alarm_events
SIL-Sensors/hover-acce/TestCase_18_1002000017,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_19_1002000018,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_1_1002000000,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_20_1002000019,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_21_1002000020,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_22_1002000021,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_23_1002000022,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_24_1002000023,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_25_1002000024,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_26_1002000025,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_27_1002000026,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_2_1002000001,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_3_1002000002,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_4_1002000003,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_5_1002000004,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_6_1002000005,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_7_1002000006,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_8_1002000007,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-acce/TestCase_9_1002000008,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_10_1004000009,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_11_1004000010,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_127_1004000126,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_128_1004000127,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_12_1004000011,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_13_1004000012,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_14_1004000013,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_15_1004000014,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_16_1004000015,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_17_1004000016,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_18_1004000017,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_19_1004000018,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_1_1004000000,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_20_1004000019,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_21_1004000020,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_22_1004000021,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_23_1004000022,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_24_1004000023,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_25_1004000024,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_26_1004000025,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_27_1004000026,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_2_1004000001,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_3_1004000002,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_4_1004000003,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_5_1004000004,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_6_1004000005,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_7_1004000006,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_8_1004000007,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-baro/TestCase_9_1004000008,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_10_1003000009,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_11_1003000010,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_127_1003000126,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_128_1003000127,SIL,Sensor,Gyroscope,fault_detection,True,1
SIL-Sensors/hover-gyro/TestCase_12_1003000011,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_13_1003000012,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_14_1003000013,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_15_1003000014,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_16_1003000015,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_17_1003000016,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_18_1003000017,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_19_1003000018,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_1_1003000000,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_20_1003000019,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_21_1003000020,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_22_1003000021,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_23_1003000022,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_24_1003000023,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_25_1003000024,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_26_1003000025,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_27_1003000026,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_2_1003000001,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_3_1003000002,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_4_1003000003,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_5_1003000004,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_6_1003000005,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_7_1003000006,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_8_1003000007,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-gyro/TestCase_9_1003000008,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_10_1005000009,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_11_1005000010,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_127_1005000126,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_128_1005000127,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_12_1005000011,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_13_1005000012,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_14_1005000013,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_15_1005000014,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_16_1005000015,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_17_1005000016,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_18_1005000017,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_19_1005000018,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_1_1005000000,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_20_1005000019,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_21_1005000020,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_22_1005000021,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_23_1005000022,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_24_1005000023,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_25_1005000024,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_26_1005000025,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_27_1005000026,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_2_1005000001,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_3_1005000002,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_4_1005000003,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_5_1005000004,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_6_1005000005,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_7_1005000006,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_8_1005000007,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/hover-mag/TestCase_9_1005000008,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_133_1206000132,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_134_1206000133,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_82_1206000081,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_83_1206000082,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_84_1206000083,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_85_1206000084,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_86_1206000085,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_87_1206000086,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_88_1206000087,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_89_1206000088,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_90_1206000089,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_91_1206000090,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_92_1206000091,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_93_1206000092,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_94_1206000093,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_95_1206000094,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-GPS/TestCase_96_1206000095,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_133_1202000132,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_134_1202000133,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_82_1202000081,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_83_1202000082,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_84_1202000083,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_85_1202000084,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_86_1202000085,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_87_1202000086,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_88_1202000087,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_89_1202000088,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_90_1202000089,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_91_1202000090,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_92_1202000091,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_93_1202000092,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_94_1202000093,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_95_1202000094,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-acce/TestCase_96_1202000095,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_133_1204000132,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_134_1204000133,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_82_1204000081,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_83_1204000082,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_84_1204000083,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_85_1204000084,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_86_1204000085,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_87_1204000086,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_88_1204000087,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_89_1204000088,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_90_1204000089,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_91_1204000090,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_92_1204000091,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_93_1204000092,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_94_1204000093,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_95_1204000094,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-baro/TestCase_96_1204000095,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_133_1203000132,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_134_1203000133,SIL,Sensor,Gyroscope,fault_detection,True,1
SIL-Sensors/velocity-gyro/TestCase_82_1203000081,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_83_1203000082,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_84_1203000083,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_85_1203000084,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_86_1203000085,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_87_1203000086,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_88_1203000087,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_89_1203000088,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_90_1203000089,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_91_1203000090,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_92_1203000091,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_93_1203000092,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_94_1203000093,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_95_1203000094,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-gyro/TestCase_96_1203000095,SIL,Sensor,Gyroscope,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_133_1205000132,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_134_1205000133,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_82_1205000081,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_83_1205000082,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_84_1205000083,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_85_1205000084,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_86_1205000085,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_87_1205000086,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_88_1205000087,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_89_1205000088,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_90_1205000089,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_91_1205000090,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_92_1205000091,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_93_1205000092,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_94_1205000093,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_95_1205000094,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/velocity-mag/TestCase_96_1205000095,SIL,Sensor,Unknown,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_129_1106000128,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_130_1106000129,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_28_1106000027,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_29_1106000028,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_30_1106000029,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_31_1106000030,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_32_1106000031,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_33_1106000032,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_34_1106000033,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_35_1106000034,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_36_1106000035,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_37_1106000036,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_38_1106000037,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_39_1106000038,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_40_1106000039,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_41_1106000040,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_42_1106000041,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_43_1106000042,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_44_1106000043,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_45_1106000044,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_46_1106000045,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_47_1106000046,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_48_1106000047,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_49_1106000048,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_50_1106000049,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_51_1106000050,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_52_1106000051,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_53_1106000052,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-GPS/TestCase_54_1106000053,SIL,Sensor,GPS,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_129_1102000128,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_130_1102000129,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_28_1102000027,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_29_1102000028,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_30_1102000029,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_31_1102000030,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_32_1102000031,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_33_1102000032,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_34_1102000033,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_35_1102000034,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_36_1102000035,SIL,Sensor,Accelerometer,fault_detection,False,1
SIL-Sensors/waypoint-acce/TestCase_37_1102000036,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_38_1102000037,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_39_1102000038,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_40_1102000039,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_41_1102000040,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_42_1102000041,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_43_1102000042,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_44_1102000043,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_45_1102000044,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_46_1102000045,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_47_1102000046,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_48_1102000047,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_49_1102000048,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_50_1102000049,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_51_1102000050,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_52_1102000051,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_53_1102000052,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-acce/TestCase_54_1102000053,SIL,Sensor,Accelerometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_129_1104000128,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_130_1104000129,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_28_1104000027,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_29_1104000028,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_30_1104000029,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_31_1104000030,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_32_1104000031,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_33_1104000032,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_34_1104000033,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_35_1104000034,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_36_1104000035,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_37_1104000036,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_38_1104000037,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_39_1104000038,SIL,Sensor,Barometer,fault_detection,False,0
SIL-Sensors/waypoint-baro/TestCase_40_1104000039,SIL,Sensor,Barometer,fault_detection,False,0
